timestamp,elapsed_time,pt_o1_3,pt_o2_2,pt_p1_6,pt_f2_4,pt_f1_5,pt_f2_4_engine,lc_1,lc_2,lc_3,lc_4,tc_1,rvv_o,mpv_p,rvv_f,dot_oxidizer,mpf_f,oxidizer_engine,armed,error
1744733116646,3.3051912784576416,431.981201171875,428.5570983886719,935.2674560546875,405.68646240234375,412.6252746582031,256.73797607421875,2883.785888671875,2940.551513671875,955.0491333007812,895.9419555664062,30.0,0,0,0,0,0,0,0,0
1744733116746,3.4054882526397705,442.5918884277344,435.07550048828125,941.0286865234375,405.9627380371094,408.5458984375,268.0377502441406,2914.915283203125,2948.65283203125,941.8988647460938,904.5181274414062,30.0,0,0,0,0,0,0,0,0
1744733116847,3.5060243606567383,445.1440734863281,438.5519714355469,939.272705078125,412.5419006347656,416.1878356933594,273.8308410644531,2916.20654296875,2956.224609375,949.1736450195312,899.7139892578125,30.0,0,0,0,0,0,0,0,0
1744733116947,3.606626510620117,445.7565612792969,432.9018859863281,947.8458862304688,412.08013916015625,420.68377685546875,273.7405700683594,2882.135986328125,2948.9794921875,948.0372314453125,898.240966796875,30.0,0,0,0,0,0,0,0,0
1744733117048,3.7068474292755127,443.54351806640625,443.565185546875,948.4053344726562,418.53704833984375,418.5517578125,285.9249267578125,2898.6689453125,2966.59375,945.3060913085938,902.4207153320312,30.0,0,0,0,0,0,0,0,0
1744733117148,3.807573080062866,446.20550537109375,440.2738037109375,942.7679443359375,413.53680419921875,422.97344970703125,284.97186279296875,2900.713134765625,2952.906005859375,940.27001953125,893.8251953125,30.0,0,0,0,0,0,0,0,0
1744733117249,3.907823085784912,449.06121826171875,441.20709228515625,952.3471069335938,422.4459533691406,425.91400146484375,295.1327209472656,2882.2333984375,2956.771728515625,954.50341796875,891.3045654296875,30.0,0,0,0,0,0,0,0,0
1744733117349,4.00805401802063,445.8989562988281,446.03948974609375,954.8754272460938,423.8608703613281,427.2955322265625,299.8377990722656,2887.458251953125,2968.0166015625,955.7332763671875,898.281494140625,30.0,0,0,0,0,0,0,0,0
1744733117450,4.1087939739227295,449.8932189941406,445.41278076171875,949.0540771484375,420.6054992675781,424.3916931152344,312.041259765625,2911.58056640625,2947.35400390625,951.769287109375,895.4756469726562,30.0,0,0,0,0,0,0,0,0
1744733117550,4.20956826210022,450.77813720703125,453.5341491699219,953.490234375,427.027099609375,430.707763671875,310.5578918457031,2907.564208984375,2958.588134765625,947.4622192382812,891.2149658203125,30.0,0,0,0,0,0,0,0,0
1744733117651,4.310211420059204,460.42626953125,450.7734375,954.2459106445312,428.8153381347656,436.06964111328125,324.50628662109375,2881.004150390625,2966.531005859375,946.1302490234375,905.9227905273438,30.0,0,0,0,0,0,0,0,0
1744733117751,4.410528898239136,459.2495422363281,449.5635070800781,959.91650390625,424.52593994140625,430.5277099609375,327.9216613769531,2912.594482421875,2968.304931640625,949.0172119140625,906.7274780273438,30.0,0,0,0,0,0,0,0,0
1744733117852,4.511330604553223,462.4984436035156,451.2982177734375,958.6563110351562,429.98529052734375,438.1866149902344,328.7199401855469,2895.811279296875,2969.93212890625,958.1709594726562,894.225830078125,30.0,0,0,0,0,0,0,0,0
1744733117953,4.611876010894775,464.177490234375,458.6683349609375,960.5665893554688,437.45233154296875,433.8648681640625,333.5379943847656,2908.77587890625,2969.863525390625,956.9894409179688,904.1691284179688,30.0,0,0,0,0,0,0,0,0
1744733118053,4.712642669677734,463.2691345214844,456.0279235839844,963.7113647460938,437.2536926269531,437.3353576660156,347.03302001953125,2882.02880859375,2950.75146484375,959.7390747070312,905.09912109375,30.0,0,0,0,0,0,0,0,0
1744733118154,4.813500881195068,466.68963623046875,458.9120788574219,963.8348388671875,439.7530517578125,441.0486145019531,342.3718566894531,2891.829833984375,2967.40869140625,958.0396728515625,905.4125366210938,30.0,0,0,0,0,0,0,0,0
1744733118254,4.913665533065796,469.3525085449219,458.0409851074219,964.903564453125,439.4671936035156,441.1708679199219,346.96282958984375,2882.947998046875,2947.13037109375,947.4453125,897.0994873046875,30.0,0,0,0,0,0,0,0,0
1744733118355,5.014094591140747,471.7346496582031,460.59002685546875,962.6329956054688,438.5382385253906,444.2552185058594,356.735595703125,2900.824951171875,2936.599365234375,951.17578125,894.825439453125,30.0,0,0,0,0,0,0,0,0
1744733118456,5.115003347396851,475.8184509277344,467.2989501953125,969.5130615234375,438.558837890625,448.34356689453125,359.7013244628906,2907.739990234375,2945.95654296875,951.5069580078125,901.8056640625,30.0,0,0,0,0,0,0,0,0
1744733118556,5.215563535690308,474.8590087890625,471.34808349609375,963.7792358398438,439.82623291015625,444.0965881347656,361.0853271484375,2886.189208984375,2940.503662109375,955.4463500976562,891.7859497070312,30.0,0,0,0,0,0,0,0,0
1744733118657,5.316084384918213,476.63677978515625,469.0302734375,970.9773559570312,445.7866516113281,450.87921142578125,360.49237060546875,2890.33837890625,2962.878173828125,943.2567138671875,906.87451171875,30.0,0,0,0,0,0,0,0,0
1744733118758,5.416785001754761,476.04010009765625,468.9881896972656,970.756103515625,446.65130615234375,444.0755615234375,356.03851318359375,2895.990966796875,2940.569091796875,958.462890625,895.9810791015625,30.0,0,0,0,0,0,0,0,0
1744733118858,5.517497539520264,473.1509704589844,466.2981262207031,970.9287719726562,452.35589599609375,452.809326171875,358.3665466308594,2886.565673828125,2964.775146484375,947.9827880859375,899.84423828125,30.0,0,0,0,0,0,0,0,0
1744733118959,5.618108510971069,479.0953063964844,468.5898132324219,972.9534301757812,449.0084228515625,452.424072265625,362.1847229003906,2889.66357421875,2932.92919921875,941.9100341796875,901.470458984375,30.0,0,0,0,0,0,0,0,0
1744733119059,5.718459844589233,475.3781433105469,470.27099609375,971.1514282226562,448.26678466796875,449.6884765625,358.8198547363281,2918.705078125,2962.594970703125,956.4634399414062,894.4627075195312,30.0,0,0,0,0,0,0,0,0
1744733119159,5.818627834320068,483.9609680175781,472.1123962402344,979.2278442382812,447.3125,445.5213317871094,359.0491027832031,2910.22265625,2939.332275390625,945.3519897460938,909.1903076171875,30.0,0,0,0,0,0,0,0,0
1744733119260,5.919428586959839,483.442626953125,478.2072448730469,975.8475341796875,449.3730163574219,446.57147216796875,355.26495361328125,2888.07421875,2953.8466796875,952.9199829101562,897.0321655273438,30.0,0,0,0,0,0,0,0,0
1744733119360,6.0196356773376465,485.4152526855469,473.70562744140625,978.7913208007812,456.6690673828125,445.0508117675781,346.96270751953125,2904.001708984375,2941.72119140625,946.2410278320312,894.0170288085938,30.0,0,0,0,0,0,0,0,0
1744733119462,6.120794773101807,484.76629638671875,472.93304443359375,980.9775390625,453.3446960449219,444.74346923828125,339.640380859375,2899.11328125,2956.316650390625,956.6927490234375,902.7313232421875,30.0,0,0,0,0,0,0,0,0
1744733119562,6.221123695373535,484.3539123535156,477.357177734375,980.2925415039062,457.6537780761719,452.23681640625,338.3528747558594,2891.52587890625,2938.799560546875,947.06201171875,902.5966796875,30.0,0,0,0,0,0,0,0,0
1744733119663,6.32187557220459,483.25018310546875,473.1533508300781,981.4751586914062,457.1267395019531,448.05511474609375,333.5198059082031,2914.963134765625,2963.732421875,945.1001586914062,901.70556640625,30.0,0,0,0,0,0,0,0,0
